,City,Marka,Seri,Average Price
3092,ŞANLIURFA ,Fiat,Linea,92333
3093,ŞANLIURFA ,Fiat,Egea,134500
3094,ŞANLIURFA ,Fiat,Brava,37500
3095,ŞANLIURFA ,Mercedes - Benz,S,140000
3096,ŞANLIURFA ,BMW,3 Serisi,109250
3097,ŞANLIURFA ,Dacia,Sandero,135000
3098,ŞANLIURFA ,Toyota,Corolla,104666
3099,ŞANLIURFA ,Seat,Leon,155000
3100,ŞANLIURFA ,Opel,Astra,113958
3101,ŞANLIURFA ,Opel,Corsa,92500
3102,ŞANLIURFA ,Citroen,C5,112500
3103,ŞANLIURFA ,Citroen,C4,125000
3104,ŞANLIURFA ,Kia,Rio,114000
3105,ŞANLIURFA ,Skoda,Octavia,180000
3106,ŞANLIURFA ,Skoda,SuperB,220625
3107,ŞANLIURFA ,Skoda,Rapid,165000
3108,ŞANLIURFA ,Peugeot,301,112000
3109,ŞANLIURFA ,Peugeot,307,59000
3110,ŞANLIURFA ,Peugeot,206,50000
3111,ŞANLIURFA ,Peugeot,308,87000
3112,ŞANLIURFA ,Peugeot,207,84500
3113,ŞANLIURFA ,Audi,A3,169000
3114,ŞANLIURFA ,Audi,A5,375000
3115,ŞANLIURFA ,Audi,A6,155000
3116,ŞANLIURFA ,Nissan,Micra,84000
3117,ŞANLIURFA ,Geely,Familia,40000
3118,UŞAK ,Volkswagen,Passat,227500
3119,UŞAK ,Volkswagen,Polo,129600
3120,UŞAK ,Volkswagen,Jetta,169000
3121,UŞAK ,Volkswagen,Golf,185000
3122,UŞAK ,Honda,Civic,225833
3123,UŞAK ,Ford,Focus,134125
3124,UŞAK ,Ford,Mondeo,125000
3125,UŞAK ,Renault,Clio,105985
3126,UŞAK ,Renault,R 9,33700
3127,UŞAK ,Renault,Fluence,142500
3128,UŞAK ,Renault,Megane,167333
3129,UŞAK ,Renault,Symbol,107900
3130,UŞAK ,Tofaş,Doğan,60000
3131,UŞAK ,Tofaş,Şahin,28500
3132,UŞAK ,Fiat,Linea,100250
3133,UŞAK ,Fiat,Egea,130666
3134,UŞAK ,Fiat,Punto,117900
3135,UŞAK ,Mercedes - Benz,E,396412
3136,UŞAK ,Mercedes - Benz,C,390666
3137,UŞAK ,Mercedes - Benz,CLA,379250
3138,UŞAK ,BMW,3 Serisi,301500
3139,UŞAK ,BMW,5 Serisi,329666
3140,UŞAK ,BMW,7 Serisi,795000
3141,UŞAK ,Toyota,Corolla,113125
3142,UŞAK ,Hyundai,Getz,68475
3143,UŞAK ,Hyundai,Accent Era,102750
3144,UŞAK ,Hyundai,Elantra,139900
3145,UŞAK ,Opel,Astra,127346
3146,UŞAK ,Opel,Vectra,42250
3147,UŞAK ,Opel,Corsa,75000
3148,UŞAK ,Opel,Insignia,255000
3149,UŞAK ,Citroen,C5,154000
3150,UŞAK ,Citroen,C3,207500
3151,UŞAK ,Citroen,C4 Picasso,99950
3152,UŞAK ,Peugeot,307,65500
3153,UŞAK ,Volvo,S60,242000
3154,UŞAK ,Audi,A3,232500
3155,UŞAK ,Audi,A4,173500
3156,UŞAK ,Nissan,Micra,150000
3157,UŞAK ,Alfa Romeo,147,60000
3158,UŞAK ,Jaguar,XF,275000
3159,UŞAK ,Tata,Vista,61000
3160,VAN ,Volkswagen,Passat,225000
3161,VAN ,Volkswagen,Jetta,155875
3162,VAN ,Volkswagen,Golf,184000
3163,VAN ,Volkswagen,Bora,66000
3164,VAN ,Volkswagen,VW CC,227000
3165,VAN ,Honda,Civic,172700
3166,VAN ,Ford,Focus,167000
3167,VAN ,Ford,Fiesta,97000
3168,VAN ,Renault,Clio,117750
3169,VAN ,Renault,R 12,23500
3170,VAN ,Renault,Fluence,126000
3171,VAN ,Renault,Megane,110000
3172,VAN ,Tofaş,Doğan,39000
3173,VAN ,Tofaş,Şahin,40250
3174,VAN ,Tofaş,Kartal,35000
3175,VAN ,Chevrolet,Aveo,95000
3176,VAN ,Chevrolet,Cruze,114000
3177,VAN ,Fiat,Linea,78000
3178,VAN ,Fiat,Egea,150000
3179,VAN ,Fiat,Punto,88250
3180,VAN ,Fiat,Uno,25000
3181,VAN ,Fiat,Tempra,28500
3182,VAN ,Fiat,Tipo,42000
3183,VAN ,Fiat,Marea,35750
3184,VAN ,Fiat,500 Ailesi,175000
3185,VAN ,Mercedes - Benz,C,372000
3186,VAN ,BMW,3 Serisi,349500
3187,VAN ,BMW,5 Serisi,660000
3188,VAN ,Dacia,Logan,66000
3189,VAN ,Toyota,Corolla,160562
3190,VAN ,Toyota,Avensis,82000
3191,VAN ,Hyundai,Accent Blue,154000
3192,VAN ,Hyundai,i30,178000
3193,VAN ,Hyundai,i10,79000
3194,VAN ,Hyundai,Accent,35500
3195,VAN ,Opel,Astra,109000
3196,VAN ,Opel,Vectra,47500
3197,VAN ,Opel,Corsa,89500
3198,VAN ,Opel,Insignia,174250
3199,VAN ,Citroen,C-Elysee,108500
3200,VAN ,Kia,Rio,136000
3201,VAN ,Skoda,Octavia,150000
3202,VAN ,Skoda,SuperB,191333
3203,VAN ,Peugeot,301,110000
3204,VAN ,Peugeot,206,31000
3205,VAN ,Peugeot,308,125000
3206,VAN ,Peugeot,207,89900
3207,VAN ,Peugeot,508,495000
3208,VAN ,Audi,A5,227000
3209,VAN ,Mazda,626,42500
3210,VAN ,Mazda,3,136250
3211,VAN ,Alfa Romeo,Giulietta,153000
3212,VAN ,Geely,Emgrand,87000
3213,YOZGAT ,Volkswagen,Passat,158300
3214,YOZGAT ,Volkswagen,Polo,56750
3215,YOZGAT ,Volkswagen,Golf,120500
3216,YOZGAT ,Volkswagen,Bora,77500
3217,YOZGAT ,Honda,Civic,161750
3218,YOZGAT ,Ford,Focus,91625
3219,YOZGAT ,Ford,Mondeo,223000
3220,YOZGAT ,Renault,Clio,90437
3221,YOZGAT ,Renault,R 12,32000
3222,YOZGAT ,Renault,R 9,29000
3223,YOZGAT ,Renault,Fluence,129666
3224,YOZGAT ,Renault,Megane,75500
3225,YOZGAT ,Renault,Latitude,150000
3226,YOZGAT ,Renault,Symbol,81250
3227,YOZGAT ,Renault,R 19,37749
3228,YOZGAT ,Renault,Scenic,52000
3229,YOZGAT ,Tofaş,Doğan,21500
3230,YOZGAT ,Tofaş,Şahin,29125
3231,YOZGAT ,Chevrolet,Aveo,57500
3232,YOZGAT ,Chevrolet,Cruze,88000
3233,YOZGAT ,Fiat,Linea,82800
3234,YOZGAT ,Fiat,Egea,123475
3235,YOZGAT ,Fiat,Palio,65000
3236,YOZGAT ,Fiat,Albea,55000
3237,YOZGAT ,Mercedes - Benz,C,220000
3238,YOZGAT ,BMW,5 Serisi,419000
3239,YOZGAT ,Toyota,Corolla,144250
3240,YOZGAT ,Hyundai,Accent Blue,148750
3241,YOZGAT ,Hyundai,i20,146500
3242,YOZGAT ,Hyundai,Getz,81000
3243,YOZGAT ,Hyundai,Accent,58000
3244,YOZGAT ,Hyundai,i20 Troy,120000
3245,YOZGAT ,Hyundai,Excel,24900
3246,YOZGAT ,Hyundai,Sonata,43000
3247,YOZGAT ,Seat,Leon,182500
3248,YOZGAT ,Seat,Cordoba,63000
3249,YOZGAT ,Opel,Astra,77750
3250,YOZGAT ,Opel,Vectra,47750
3251,YOZGAT ,Opel,Corsa,43500
3252,YOZGAT ,Citroen,C5,128000
3253,YOZGAT ,Citroen,C4,77000
3254,YOZGAT ,Skoda,SuperB,184200
3255,YOZGAT ,Peugeot,301,141000
3256,YOZGAT ,Peugeot,307,65000
3257,YOZGAT ,Peugeot,206,64500
3258,YOZGAT ,Peugeot,207,80500
3259,YOZGAT ,Mazda,3,63000
3260,YOZGAT ,Daewoo,Lanos,35000
3261,YOZGAT ,Tata,Indigo,39900
3262,ZONGULDAK ,Volkswagen,Passat,157500
3263,ZONGULDAK ,Volkswagen,Polo,148000
3264,ZONGULDAK ,Volkswagen,Golf,163250
3265,ZONGULDAK ,Volkswagen,Bora,89250
3266,ZONGULDAK ,Honda,Civic,128000
3267,ZONGULDAK ,Honda,Jazz,80000
3268,ZONGULDAK ,Ford,Focus,166821
3269,ZONGULDAK ,Ford,Fiesta,97625
3270,ZONGULDAK ,Ford,Taunus,18900
3271,ZONGULDAK ,Renault,Clio,70512
3272,ZONGULDAK ,Renault,R 12,33500
3273,ZONGULDAK ,Renault,R 9,26725
3274,ZONGULDAK ,Renault,Fluence,122062
3275,ZONGULDAK ,Renault,Megane,66841
3276,ZONGULDAK ,Renault,Latitude,118500
3277,ZONGULDAK ,Renault,Symbol,96000
3278,ZONGULDAK ,Renault,R 19,44825
3279,ZONGULDAK ,Renault,Scenic,70000
3280,ZONGULDAK ,Renault,Modus,87000
3281,ZONGULDAK ,Tofaş,Doğan,32266
3282,ZONGULDAK ,Tofaş,Şahin,21850
3283,ZONGULDAK ,Tofaş,Kartal,29300
3284,ZONGULDAK ,Fiat,Linea,99000
3285,ZONGULDAK ,Fiat,Egea,193500
3286,ZONGULDAK ,Fiat,Palio,44490
3287,ZONGULDAK ,Fiat,Punto,84000
3288,ZONGULDAK ,Fiat,Tempra,36687
3289,ZONGULDAK ,Fiat,Siena,43750
3290,ZONGULDAK ,Fiat,Albea,61875
3291,ZONGULDAK ,Mercedes - Benz,E,90500
3292,ZONGULDAK ,Mercedes - Benz,S,67500
3293,ZONGULDAK ,BMW,5 Serisi,95000
3294,ZONGULDAK ,Dacia,Sandero,148000
3295,ZONGULDAK ,Dacia,Lodgy,115000
3296,ZONGULDAK ,Toyota,Corolla,108460
3297,ZONGULDAK ,Toyota,Avensis,177000
3298,ZONGULDAK ,Hyundai,Accent,60800
3299,ZONGULDAK ,Hyundai,Excel,29500
3300,ZONGULDAK ,Opel,Astra,106250
3301,ZONGULDAK ,Opel,Vectra,71500
3302,ZONGULDAK ,Opel,Corsa,66625
3303,ZONGULDAK ,Peugeot,301,97500
3304,ZONGULDAK ,Peugeot,206,72875
3305,ZONGULDAK ,Peugeot,207,81000
3306,ZONGULDAK ,Audi,A4,95000
3307,ZONGULDAK ,MINI,Cooper,158000
3308,AKSARAY ,Volkswagen,Passat,223694
3309,AKSARAY ,Volkswagen,Polo,85500
3310,AKSARAY ,Volkswagen,Jetta,130466
3311,AKSARAY ,Volkswagen,Golf,156880
3312,AKSARAY ,Volkswagen,Bora,83700
3313,AKSARAY ,Honda,Civic,208250
3314,AKSARAY ,Honda,Accord,73000
3315,AKSARAY ,Ford,Focus,102428
3316,AKSARAY ,Ford,Fusion,88000
3317,AKSARAY ,Ford,Fiesta,92333
3318,AKSARAY ,Ford,C-Max,115000
3319,AKSARAY ,Ford,Mondeo,116500
3320,AKSARAY ,Renault,Clio,141250
3321,AKSARAY ,Renault,R 12,27500
3322,AKSARAY ,Renault,Fluence,116000
3323,AKSARAY ,Renault,Megane,96500
3324,AKSARAY ,Renault,Laguna,93000
3325,AKSARAY ,Renault,Symbol,73333
3326,AKSARAY ,Renault,Scenic,94000
3327,AKSARAY ,Tofaş,Doğan,50000
3328,AKSARAY ,Tofaş,Şahin,24500
3329,AKSARAY ,Fiat,Linea,69850
3330,AKSARAY ,Fiat,Egea,145316
3331,AKSARAY ,Fiat,Palio,46000
3332,AKSARAY ,Fiat,Uno,33000
3333,AKSARAY ,Fiat,Tempra,38000
3334,AKSARAY ,Fiat,Tipo,39500
3335,AKSARAY ,Fiat,Albea,54250
3336,AKSARAY ,Mercedes - Benz,E,479000
3337,AKSARAY ,Mercedes - Benz,C,203000
3338,AKSARAY ,BMW,3 Serisi,307500
3339,AKSARAY ,Toyota,Auris,134000
3340,AKSARAY ,Toyota,Corolla,150333
3341,AKSARAY ,Hyundai,i20,131487
3342,AKSARAY ,Hyundai,Accent Era,70000
3343,AKSARAY ,Hyundai,Accent,60000
3344,AKSARAY ,Seat,Leon,100500
3345,AKSARAY ,Opel,Astra,112400
3346,AKSARAY ,Opel,Corsa,102300
3347,AKSARAY ,Kia,Carnival,82000
3348,AKSARAY ,Skoda,Octavia,252500
3349,AKSARAY ,Peugeot,307,87000
3350,AKSARAY ,Peugeot,206,60000
3351,AKSARAY ,Peugeot,508,155000
3352,AKSARAY ,Peugeot,407,102000
3353,AKSARAY ,Volvo,S60,110000
3354,AKSARAY ,Audi,A3,145500
3355,AKSARAY ,Alfa Romeo,159,120000
3356,AKSARAY ,Tata,Indigo,37000
3357,BAYBURT ,Volkswagen,Passat,143037
3358,BAYBURT ,Volkswagen,Jetta,116750
3359,BAYBURT ,Volkswagen,Golf,147225
3360,BAYBURT ,Honda,Civic,125000
3361,BAYBURT ,Honda,City,94500
3362,BAYBURT ,Ford,Focus,173500
3363,BAYBURT ,Ford,Fiesta,73000
3364,BAYBURT ,Renault,Clio,120166
3365,BAYBURT ,Renault,Fluence,121600
3366,BAYBURT ,Renault,Megane,238250
3367,BAYBURT ,Renault,Symbol,79000
3368,BAYBURT ,Tofaş,Şahin,30166
3369,BAYBURT ,Chevrolet,Cruze,112375
3370,BAYBURT ,Chevrolet,Spark,70000
3371,BAYBURT ,Fiat,Linea,85250
3372,BAYBURT ,Fiat,Egea,112000
3373,BAYBURT ,Fiat,Tipo,37250
3374,BAYBURT ,Mercedes - Benz,300,57000
3375,BAYBURT ,BMW,5 Serisi,365000
3376,BAYBURT ,Dacia,Sandero,85000
3377,BAYBURT ,Toyota,Yaris,160000
3378,BAYBURT ,Toyota,Avensis,82500
3379,BAYBURT ,Hyundai,i30,155000
3380,BAYBURT ,Hyundai,Getz,55500
3381,BAYBURT ,Hyundai,Accent,60250
3382,BAYBURT ,Opel,Astra,172500
3383,BAYBURT ,Opel,Vectra,61500
3384,BAYBURT ,Opel,Corsa,142500
3385,BAYBURT ,Citroen,C-Elysee,103250
3386,BAYBURT ,Citroen,C4,159000
3387,BAYBURT ,Skoda,Octavia,256000
3388,BAYBURT ,Skoda,SuperB,190000
3389,BAYBURT ,Skoda,Rapid,168000
3390,BAYBURT ,Peugeot,301,94500
3391,BAYBURT ,Peugeot,407,81750
3392,BAYBURT ,Volvo,S60,228000
3393,BAYBURT ,Tata,Vista,59999
3394,KARAMAN ,Volkswagen,Passat,227000
3395,KARAMAN ,Volkswagen,Polo,133600
3396,KARAMAN ,Volkswagen,Jetta,117750
3397,KARAMAN ,Volkswagen,Golf,171175
3398,KARAMAN ,Honda,Civic,40000
3399,KARAMAN ,Honda,Accord,105000
3400,KARAMAN ,Ford,Focus,124166
3401,KARAMAN ,Ford,Fiesta,119916
3402,KARAMAN ,Renault,Clio,104150
3403,KARAMAN ,Renault,R 12,40000
3404,KARAMAN ,Renault,R 9,66000
3405,KARAMAN ,Renault,Megane,88000
3406,KARAMAN ,Renault,Laguna,72000
3407,KARAMAN ,Renault,Symbol,77500
3408,KARAMAN ,Renault,R 19,33000
3409,KARAMAN ,Renault,R 21,31500
3410,KARAMAN ,Renault,R 11,29500
3411,KARAMAN ,Tofaş,Şahin,34500
3412,KARAMAN ,Fiat,Linea,103500
3413,KARAMAN ,Fiat,Palio,72000
3414,KARAMAN ,Fiat,Punto,84000
3415,KARAMAN ,Fiat,Uno,30500
3416,KARAMAN ,Fiat,Tempra,37000
3417,KARAMAN ,Fiat,Siena,44900
3418,KARAMAN ,Fiat,Bravo,103000
3419,KARAMAN ,Mercedes - Benz,E,202500
3420,KARAMAN ,Mercedes - Benz,190,57500
3421,KARAMAN ,BMW,3 Serisi,245666
3422,KARAMAN ,BMW,1 Serisi,329000
3423,KARAMAN ,BMW,5 Serisi,331875
3424,KARAMAN ,Toyota,Corolla,48750
3425,KARAMAN ,Toyota,Yaris,165000
3426,KARAMAN ,Hyundai,Accent Blue,149950
3427,KARAMAN ,Hyundai,i20,109250
3428,KARAMAN ,Hyundai,Getz,86166
3429,KARAMAN ,Hyundai,Accent Era,86000
3430,KARAMAN ,Opel,Astra,153250
3431,KARAMAN ,Opel,Vectra,70000
3432,KARAMAN ,Opel,Corsa,92100
3433,KARAMAN ,Opel,Insignia,205000
3434,KARAMAN ,Citroen,C4,62000
3435,KARAMAN ,Citroen,C1,69500
3436,KARAMAN ,Kia,Rio,112000
3437,KARAMAN ,Skoda,Felicia,30000
3438,KARAMAN ,Skoda,SuperB,298500
3439,KARAMAN ,Skoda,Rapid,200000
3440,KARAMAN ,Peugeot,301,102000
3441,KARAMAN ,Peugeot,307,70000
3442,KARAMAN ,Peugeot,206+,79000
3443,KARAMAN ,Peugeot,208,140000
3444,KARAMAN ,Volvo,S40,112500
3445,KARAMAN ,Volvo,S90,885000
3446,KARAMAN ,Audi,A4,138000
3447,KARAMAN ,Lada,Samara,20625
3448,KARAMAN ,Nissan,GT-R,40000
3449,KARAMAN ,MINI,Cooper Clubman,130000
3450,KARAMAN ,Proton,416,31500
3451,KIRIKKALE ,Volkswagen,Passat,332500
3452,KIRIKKALE ,Volkswagen,Polo,60833
3453,KIRIKKALE ,Volkswagen,Jetta,158500
3454,KIRIKKALE ,Volkswagen,Golf,98500
3455,KIRIKKALE ,Volkswagen,Bora,90000
3456,KIRIKKALE ,Honda,Civic,138458
3457,KIRIKKALE ,Ford,Focus,127691
3458,KIRIKKALE ,Ford,Fiesta,69250
3459,KIRIKKALE ,Ford,Escort,38000
3460,KIRIKKALE ,Ford,Mondeo,44750
3461,KIRIKKALE ,Renault,Clio,107125
3462,KIRIKKALE ,Renault,R 12,24500
3463,KIRIKKALE ,Renault,R 9,34500
3464,KIRIKKALE ,Renault,Fluence,123833
3465,KIRIKKALE ,Renault,Megane,53500
3466,KIRIKKALE ,Renault,Latitude,169000
3467,KIRIKKALE ,Renault,Symbol,117500
3468,KIRIKKALE ,Tofaş,Murat,27000
3469,KIRIKKALE ,Tofaş,Kartal,37500
3470,KIRIKKALE ,Chevrolet,Aveo,79500
3471,KIRIKKALE ,Chevrolet,Cruze,106500
3472,KIRIKKALE ,Fiat,Palio,55000
3473,KIRIKKALE ,Fiat,Punto,84195
3474,KIRIKKALE ,Fiat,Uno,28500
3475,KIRIKKALE ,Fiat,Tempra,39583
3476,KIRIKKALE ,Fiat,Albea,37000
3477,KIRIKKALE ,Fiat,Bravo,95000
3478,KIRIKKALE ,Fiat,Idea,63000
3479,KIRIKKALE ,Mercedes - Benz,C,289000
3480,KIRIKKALE ,BMW,3 Serisi,150050
3481,KIRIKKALE ,BMW,5 Serisi,85000
3482,KIRIKKALE ,Dacia,Sandero,128500
3483,KIRIKKALE ,Toyota,Corolla,110000
3484,KIRIKKALE ,Hyundai,Accent Blue,75000
3485,KIRIKKALE ,Hyundai,i20,164466
3486,KIRIKKALE ,Hyundai,Getz,94450
3487,KIRIKKALE ,Hyundai,Accent Era,98000
3488,KIRIKKALE ,Hyundai,Elantra,42000
3489,KIRIKKALE ,Hyundai,Accent,55950
3490,KIRIKKALE ,Seat,Leon,251250
3491,KIRIKKALE ,Opel,Astra,94750
3492,KIRIKKALE ,Opel,Vectra,45000
3493,KIRIKKALE ,Opel,Corsa,57375
3494,KIRIKKALE ,Opel,Tigra,40000
3495,KIRIKKALE ,Opel,Insignia,178000
3496,KIRIKKALE ,Citroen,C3,92000
3497,KIRIKKALE ,Skoda,Fabia,75000
3498,KIRIKKALE ,Peugeot,307,72000
3499,KIRIKKALE ,Peugeot,206,55000
3500,KIRIKKALE ,Peugeot,308,131500
3501,KIRIKKALE ,Peugeot,206+,80000
3502,KIRIKKALE ,Audi,A4,120000
3503,KIRIKKALE ,Nissan,Micra,99500
3504,KIRIKKALE ,Suzuki,SX4,102000
3505,BATMAN ,Volkswagen,Passat,217900
3506,BATMAN ,Volkswagen,Polo,137062
3507,BATMAN ,Volkswagen,Jetta,161416
3508,BATMAN ,Volkswagen,Golf,120000
3509,BATMAN ,Honda,City,84000
3510,BATMAN ,Ford,Focus,168487
3511,BATMAN ,Ford,Fiesta,124000
3512,BATMAN ,Ford,C-Max,155000
3513,BATMAN ,Renault,Fluence,128312
3514,BATMAN ,Renault,Megane,131800
3515,BATMAN ,Renault,Symbol,98500
3516,BATMAN ,Renault,R 19,40000
3517,BATMAN ,Chevrolet,Aveo,82500
3518,BATMAN ,Chevrolet,Cruze,92000
3519,BATMAN ,Fiat,Egea,140000
3520,BATMAN ,Fiat,Palio,69000
3521,BATMAN ,Fiat,Punto,72000
3522,BATMAN ,Fiat,Tempra,28000
3523,BATMAN ,Mercedes - Benz,C,381500
3524,BATMAN ,Mercedes - Benz,CLA,275000
3525,BATMAN ,Mercedes - Benz,A,398000
3526,BATMAN ,BMW,3 Serisi,235750
3527,BATMAN ,BMW,5 Serisi,415000
3528,BATMAN ,Toyota,Corolla,118249
3529,BATMAN ,Hyundai,i20,109000
3530,BATMAN ,Hyundai,Getz,58888
3531,BATMAN ,Hyundai,Accent Era,99500
3532,BATMAN ,Opel,Astra,111450
3533,BATMAN ,Opel,Corsa,90000
3534,BATMAN ,Opel,Insignia,155000
3535,BATMAN ,Kia,Rio,115000
3536,BATMAN ,Kia,Ceed,126541
3537,BATMAN ,Skoda,SuperB,310000
3538,BATMAN ,Peugeot,301,113000
3539,BATMAN ,Peugeot,206,52000
3540,BATMAN ,Peugeot,308,68500
3541,BATMAN ,Audi,A3,229500
3542,BATMAN ,Audi,A5,259000
3543,BATMAN ,Audi,A4,281375
3544,BATMAN ,Audi,A6,888000
3545,ŞIRNAK ,Volkswagen,Passat,292428
3546,ŞIRNAK ,Volkswagen,Polo,82830
3547,ŞIRNAK ,Volkswagen,Jetta,164499
3548,ŞIRNAK ,Volkswagen,Golf,146166
3549,ŞIRNAK ,Volkswagen,Bora,80000
3550,ŞIRNAK ,Honda,Civic,135750
3551,ŞIRNAK ,Ford,Focus,130166
3552,ŞIRNAK ,Ford,Fiesta,103750
3553,ŞIRNAK ,Ford,Mondeo,98000
3554,ŞIRNAK ,Renault,Clio,99500
3555,ŞIRNAK ,Renault,Fluence,118850
3556,ŞIRNAK ,Renault,Megane,124642
3557,ŞIRNAK ,Renault,Symbol,86750
3558,ŞIRNAK ,Chevrolet,Lacetti,61000
3559,ŞIRNAK ,Fiat,Linea,94500
3560,ŞIRNAK ,Fiat,Egea,168500
3561,ŞIRNAK ,BMW,3 Serisi,134166
3562,ŞIRNAK ,BMW,1 Serisi,130000
3563,ŞIRNAK ,BMW,5 Serisi,95500
3564,ŞIRNAK ,Dacia,Sandero,129000
3565,ŞIRNAK ,Toyota,Corolla,142750
3566,ŞIRNAK ,Hyundai,Accent Blue,115555
3567,ŞIRNAK ,Hyundai,i20,87000
3568,ŞIRNAK ,Hyundai,Getz,71000
3569,ŞIRNAK ,Hyundai,Elantra,128500
3570,ŞIRNAK ,Hyundai,Accent,52000
3571,ŞIRNAK ,Seat,Leon,176500
3572,ŞIRNAK ,Seat,Toledo,130500
3573,ŞIRNAK ,Opel,Astra,115725
3574,ŞIRNAK ,Opel,Corsa,109000
3575,ŞIRNAK ,Opel,Insignia,195000
3576,ŞIRNAK ,Opel,Zafira,97000
3577,ŞIRNAK ,Citroen,C5,133000
3578,ŞIRNAK ,Citroen,C-Elysee,115333
3579,ŞIRNAK ,Kia,Ceed,202000
3580,ŞIRNAK ,Skoda,Octavia,145000
3581,ŞIRNAK ,Peugeot,301,108000
3582,ŞIRNAK ,Peugeot,307,52000
3583,ŞIRNAK ,Peugeot,206,47000
3584,ŞIRNAK ,Peugeot,407,92000
3585,ŞIRNAK ,Volvo,S60,168000
3586,ŞIRNAK ,Audi,A4,200250
3587,BARTIN ,Volkswagen,Passat,256125
3588,BARTIN ,Volkswagen,Polo,136300
3589,BARTIN ,Volkswagen,Jetta,148100
3590,BARTIN ,Volkswagen,Golf,123880
3591,BARTIN ,Volkswagen,Touran,92000
3592,BARTIN ,Ford,Focus,117785
3593,BARTIN ,Ford,Fusion,76500
3594,BARTIN ,Ford,Fiesta,121000
3595,BARTIN ,Ford,Taunus,28500
3596,BARTIN ,Ford,Mondeo,132500
3597,BARTIN ,Renault,Clio,64750
3598,BARTIN ,Renault,R 12,22500
3599,BARTIN ,Renault,Fluence,116950
3600,BARTIN ,Renault,Megane,70000
3601,BARTIN ,Renault,Symbol,85000
3602,BARTIN ,Renault,Scenic,58500
3603,BARTIN ,Tofaş,Doğan,37833
3604,BARTIN ,Tofaş,Kartal,75000
3605,BARTIN ,Chevrolet,Kalos,56500
3606,BARTIN ,Fiat,Linea,91622
3607,BARTIN ,Fiat,Egea,137700
3608,BARTIN ,Fiat,Palio,56250
3609,BARTIN ,Fiat,Tempra,32000
3610,BARTIN ,Fiat,Tipo,36500
3611,BARTIN ,Fiat,Albea,58375
3612,BARTIN ,Mercedes - Benz,E,159900
3613,BARTIN ,Mercedes - Benz,300,81500
3614,BARTIN ,BMW,5 Serisi,400000
3615,BARTIN ,Dacia,Sandero,142500
3616,BARTIN ,Dacia,Logan,57000
3617,BARTIN ,Toyota,Auris,187900
3618,BARTIN ,Toyota,Corolla,104687
3619,BARTIN ,Toyota,Yaris,107750
3620,BARTIN ,Hyundai,Accent Blue,124633
3621,BARTIN ,Hyundai,Accent Era,83000
3622,BARTIN ,Hyundai,Accent,63000
3623,BARTIN ,Hyundai,i20 Troy,87750
3624,BARTIN ,Hyundai,i20 Active,168500
3625,BARTIN ,Seat,Leon,212900
3626,BARTIN ,Opel,Astra,137125
3627,BARTIN ,Opel,Vectra,49000
3628,BARTIN ,Opel,Corsa,110287
3629,BARTIN ,Citroen,C-Elysee,119800
3630,BARTIN ,Skoda,Fabia,78500
3631,BARTIN ,Skoda,SuperB,235000
3632,BARTIN ,Peugeot,301,128000
3633,BARTIN ,Peugeot,206,44000
3634,BARTIN ,Peugeot,207,121900
3635,BARTIN ,Volvo,S40,60000
3636,BARTIN ,Audi,A3,105500
3637,BARTIN ,Audi,A4,115000
3638,BARTIN ,Audi,A6,485000
3639,BARTIN ,Lada,Samara,22000
3640,BARTIN ,DS Automobiles,DS4,153000
3641,BARTIN ,Mitsubishi,Colt,85000
3642,BARTIN ,MINI,One,110950
3643,BARTIN ,Subaru,Impreza,120000
3644,ARDAHAN ,Volkswagen,Passat,186300
3645,ARDAHAN ,Volkswagen,Golf,107083
3646,ARDAHAN ,Ford,Focus,174000
3647,ARDAHAN ,Renault,Clio,98000
3648,ARDAHAN ,Renault,Fluence,110000
3649,ARDAHAN ,Renault,Megane,79666
3650,ARDAHAN ,Renault,Symbol,83900
3651,ARDAHAN ,Renault,R 19,40000
3652,ARDAHAN ,Tofaş,Şahin,22000
3653,ARDAHAN ,Chevrolet,Aveo,73000
3654,ARDAHAN ,Fiat,Linea,108000
3655,ARDAHAN ,Fiat,Egea,127000
3656,ARDAHAN ,Fiat,Punto,89250
3657,ARDAHAN ,Fiat,Bravo,90000
3658,ARDAHAN ,Toyota,Corolla,46500
3659,ARDAHAN ,Hyundai,Accent Blue,127500
3660,ARDAHAN ,Hyundai,i20,110000
3661,ARDAHAN ,Seat,Cordoba,65000
3662,ARDAHAN ,Opel,Astra,117900
3663,ARDAHAN ,Opel,Corsa,113750
3664,ARDAHAN ,Opel,Insignia,142500
3665,ARDAHAN ,Skoda,Octavia,105000
3666,ARDAHAN ,Lancia,Ypsilon,110000
3667,IĞDIR ,Volkswagen,Passat,173375
3668,IĞDIR ,Volkswagen,Polo,117700
3669,IĞDIR ,Volkswagen,Golf,153833
3670,IĞDIR ,Volkswagen,VW CC,260000
3671,IĞDIR ,Honda,Civic,120571
3672,IĞDIR ,Ford,Focus,176200
3673,IĞDIR ,Ford,Fiesta,57000
3674,IĞDIR ,Renault,Clio,104875
3675,IĞDIR ,Renault,Fluence,106000
3676,IĞDIR ,Renault,Megane,143916
3677,IĞDIR ,Renault,Laguna,66500
3678,IĞDIR ,Renault,Symbol,71000
3679,IĞDIR ,Tofaş,Doğan,37000
3680,IĞDIR ,Tofaş,Şahin,25800
3681,IĞDIR ,Chevrolet,Cruze,118000
3682,IĞDIR ,Fiat,Linea,91750
