,City,Marka,Seri,Average Price
1927,KAYSERİ ,Citroen,C4,147000
1928,KAYSERİ ,Skoda,Octavia,160750
1929,KAYSERİ ,Peugeot,301,149950
1930,KAYSERİ ,Peugeot,207,87500
1931,KAYSERİ ,Peugeot,407,76000
1932,KAYSERİ ,Peugeot,208,153500
1933,KAYSERİ ,Peugeot,RCZ,165000
1934,KAYSERİ ,Volvo,S90,938500
1935,KAYSERİ ,Audi,A3,225000
1936,KAYSERİ ,Daewoo,Espero,30000
1937,KAYSERİ ,MINI,Cooper Clubman,101000
1938,KAYSERİ ,MINI,Cooper S,165000
1939,KAYSERİ ,Geely,Familia,68000
1940,KAYSERİ ,Proton,420,25000
1941,KIRKLARELİ ,Volkswagen,Passat,190000
1942,KIRKLARELİ ,Volkswagen,Polo,105625
1943,KIRKLARELİ ,Volkswagen,Jetta,129000
1944,KIRKLARELİ ,Volkswagen,Golf,70000
1945,KIRKLARELİ ,Volkswagen,Bora,68500
1946,KIRKLARELİ ,Honda,Civic,162500
1947,KIRKLARELİ ,Ford,Focus,135416
1948,KIRKLARELİ ,Ford,Fiesta,46500
1949,KIRKLARELİ ,Ford,Mondeo,187375
1950,KIRKLARELİ ,Renault,Clio,91287
1951,KIRKLARELİ ,Renault,Fluence,111966
1952,KIRKLARELİ ,Renault,Megane,94950
1953,KIRKLARELİ ,Renault,Symbol,76000
1954,KIRKLARELİ ,Renault,R 19,38166
1955,KIRKLARELİ ,Tofaş,Şahin,32350
1956,KIRKLARELİ ,Chevrolet,Aveo,72500
1957,KIRKLARELİ ,Fiat,Linea,95700
1958,KIRKLARELİ ,Fiat,Egea,129375
1959,KIRKLARELİ ,Fiat,Palio,52500
1960,KIRKLARELİ ,Fiat,Tempra,24750
1961,KIRKLARELİ ,Fiat,Siena,39500
1962,KIRKLARELİ ,Fiat,Albea,62500
1963,KIRKLARELİ ,Mercedes - Benz,C,231000
1964,KIRKLARELİ ,BMW,5 Serisi,233500
1965,KIRKLARELİ ,Dacia,Sandero,149500
1966,KIRKLARELİ ,Dacia,Logan,115000
1967,KIRKLARELİ ,Toyota,Auris,122250
1968,KIRKLARELİ ,Toyota,Corolla,100333
1969,KIRKLARELİ ,Toyota,Avensis,103400
1970,KIRKLARELİ ,Hyundai,Accent Blue,119000
1971,KIRKLARELİ ,Hyundai,Accent Era,85500
1972,KIRKLARELİ ,Hyundai,Accent,57000
1973,KIRKLARELİ ,Seat,Ibiza,105000
1974,KIRKLARELİ ,Opel,Astra,120425
1975,KIRKLARELİ ,Opel,Vectra,69999
1976,KIRKLARELİ ,Opel,Corsa,108271
1977,KIRKLARELİ ,Opel,Meriva,135000
1978,KIRKLARELİ ,Citroen,C5,160500
1979,KIRKLARELİ ,Citroen,C-Elysee,118000
1980,KIRKLARELİ ,Kia,Rio,127000
1981,KIRKLARELİ ,Skoda,Rapid,205950
1982,KIRKLARELİ ,Peugeot,301,137900
1983,KIRKLARELİ ,Peugeot,308,108000
1984,KIRKLARELİ ,Peugeot,508,141000
1985,KIRKLARELİ ,Audi,A3,217500
1986,KIRKLARELİ ,Audi,A6,600000
1987,KIRKLARELİ ,Lada,Samara,26500
1988,KIRKLARELİ ,Mitsubishi,Colt,75000
1989,KIRKLARELİ ,MINI,One,119000
1990,KIRKLARELİ ,Lancia,Delta,119000
1991,KIRŞEHİR ,Volkswagen,Passat,195250
1992,KIRŞEHİR ,Volkswagen,Polo,89375
1993,KIRŞEHİR ,Volkswagen,Jetta,123500
1994,KIRŞEHİR ,Volkswagen,Golf,242600
1995,KIRŞEHİR ,Honda,Civic,165312
1996,KIRŞEHİR ,Ford,Focus,102285
1997,KIRŞEHİR ,Ford,Fiesta,68000
1998,KIRŞEHİR ,Renault,Clio,136916
1999,KIRŞEHİR ,Renault,R 9,35166
2000,KIRŞEHİR ,Renault,Fluence,133611
2001,KIRŞEHİR ,Renault,Megane,130250
2002,KIRŞEHİR ,Renault,Symbol,111333
2003,KIRŞEHİR ,Renault,R 19,37250
2004,KIRŞEHİR ,Tofaş,Doğan,25000
2005,KIRŞEHİR ,Tofaş,Şahin,38250
2006,KIRŞEHİR ,Chevrolet,Cruze,108500
2007,KIRŞEHİR ,Fiat,Linea,127500
2008,KIRŞEHİR ,Fiat,Egea,134000
2009,KIRŞEHİR ,Fiat,Uno,30000
2010,KIRŞEHİR ,Fiat,Tipo,34500
2011,KIRŞEHİR ,Fiat,Albea,73500
2012,KIRŞEHİR ,Fiat,Marea,57750
2013,KIRŞEHİR ,Mercedes - Benz,E,283750
2014,KIRŞEHİR ,Mercedes - Benz,C,280000
2015,KIRŞEHİR ,Mercedes - Benz,CLS,625000
2016,KIRŞEHİR ,BMW,3 Serisi,70000
2017,KIRŞEHİR ,BMW,5 Serisi,567000
2018,KIRŞEHİR ,Dacia,Logan,100000
2019,KIRŞEHİR ,Toyota,Auris,124500
2020,KIRŞEHİR ,Toyota,Corolla,175531
2021,KIRŞEHİR ,Hyundai,i20,151250
2022,KIRŞEHİR ,Hyundai,Accent Era,67999
2023,KIRŞEHİR ,Hyundai,Accent,53000
2024,KIRŞEHİR ,Seat,Leon,150000
2025,KIRŞEHİR ,Seat,Toledo,159750
2026,KIRŞEHİR ,Opel,Astra,121541
2027,KIRŞEHİR ,Opel,Vectra,55312
2028,KIRŞEHİR ,Opel,Corsa,138000
2029,KIRŞEHİR ,Opel,Insignia,249500
2030,KIRŞEHİR ,Skoda,Octavia,242000
2031,KIRŞEHİR ,Skoda,SuperB,208500
2032,KIRŞEHİR ,Peugeot,301,122500
2033,KIRŞEHİR ,Peugeot,307,86000
2034,KIRŞEHİR ,Peugeot,207,78000
2035,KIRŞEHİR ,Lada,Vega,30500
2036,KIRŞEHİR ,Nissan,Note,72500
2037,KOCAELİ ,Volkswagen,Passat,279268
2038,KOCAELİ ,Volkswagen,Polo,135662
2039,KOCAELİ ,Volkswagen,Jetta,163000
2040,KOCAELİ ,Volkswagen,Golf,156562
2041,KOCAELİ ,Volkswagen,VW CC,205000
2042,KOCAELİ ,Volkswagen,New Beetle,310000
2043,KOCAELİ ,Volkswagen,Arteon,559500
2044,KOCAELİ ,Honda,Civic,98725
2045,KOCAELİ ,Honda,Accord,111750
2046,KOCAELİ ,Ford,Focus,253250
2047,KOCAELİ ,Ford,Fiesta,98000
2048,KOCAELİ ,Ford,C-Max,163000
2049,KOCAELİ ,Ford,Mondeo,47750
2050,KOCAELİ ,Renault,Clio,85383
2051,KOCAELİ ,Renault,R 9,27000
2052,KOCAELİ ,Renault,Fluence,133750
2053,KOCAELİ ,Renault,Megane,128250
2054,KOCAELİ ,Renault,Symbol,84250
2055,KOCAELİ ,Tofaş,Doğan,24250
2056,KOCAELİ ,Chevrolet,Aveo,84000
2057,KOCAELİ ,Chevrolet,Cruze,96999
2058,KOCAELİ ,Chevrolet,Epica,102000
2059,KOCAELİ ,Fiat,Linea,84750
2060,KOCAELİ ,Fiat,Egea,182625
2061,KOCAELİ ,Fiat,Palio,72000
2062,KOCAELİ ,Fiat,Punto,115000
2063,KOCAELİ ,Fiat,Tipo,30500
2064,KOCAELİ ,Fiat,Albea,42750
2065,KOCAELİ ,Mercedes - Benz,C,409500
2066,KOCAELİ ,Mercedes - Benz,A,408000
2067,KOCAELİ ,BMW,3 Serisi,403000
2068,KOCAELİ ,BMW,1 Serisi,144500
2069,KOCAELİ ,BMW,5 Serisi,995000
2070,KOCAELİ ,Dacia,Sandero,215000
2071,KOCAELİ ,Toyota,Corolla,124950
2072,KOCAELİ ,Hyundai,Accent Blue,115900
2073,KOCAELİ ,Hyundai,Getz,72750
2074,KOCAELİ ,Hyundai,Elantra,159950
2075,KOCAELİ ,Seat,Leon,93000
2076,KOCAELİ ,Seat,Ibiza,119900
2077,KOCAELİ ,Opel,Astra,122680
2078,KOCAELİ ,Opel,Vectra,85900
2079,KOCAELİ ,Opel,Corsa,48000
2080,KOCAELİ ,Citroen,C-Elysee,115133
2081,KOCAELİ ,Citroen,C4,117500
2082,KOCAELİ ,Kia,Ceed,143500
2083,KOCAELİ ,Skoda,SuperB,299000
2084,KOCAELİ ,Peugeot,301,105500
2085,KOCAELİ ,Peugeot,206,55000
2086,KOCAELİ ,Peugeot,406,68750
2087,KOCAELİ ,Peugeot,405,27500
2088,KOCAELİ ,Volvo,S80,140000
2089,KOCAELİ ,Audi,A4,108500
2090,KOCAELİ ,Nissan,Note,81500
2091,KOCAELİ ,Nissan,Primera,60000
2092,KOCAELİ ,MINI,Cooper S,190500
2093,KOCAELİ ,Porsche,Panamera,825000
2094,KONYA ,Volkswagen,Passat,148075
2095,KONYA ,Volkswagen,Polo,158500
2096,KONYA ,Volkswagen,Jetta,126750
2097,KONYA ,Volkswagen,Golf,175450
2098,KONYA ,Volkswagen,Scirocco,140750
2099,KONYA ,Honda,Civic,125075
2100,KONYA ,Ford,Focus,113450
2101,KONYA ,Ford,Fiesta,99875
2102,KONYA ,Ford,Mondeo,135000
2103,KONYA ,Renault,Clio,83625
2104,KONYA ,Renault,R 12,30000
2105,KONYA ,Renault,Fluence,109450
2106,KONYA ,Renault,Megane,74000
2107,KONYA ,Tofaş,Doğan,35000
2108,KONYA ,Chevrolet,Aveo,76750
2109,KONYA ,Chevrolet,Cruze,112000
2110,KONYA ,Fiat,Linea,64500
2111,KONYA ,Fiat,Egea,159950
2112,KONYA ,Fiat,Uno,31000
2113,KONYA ,Fiat,Tipo,36000
2114,KONYA ,Mercedes - Benz,E,306749
2115,KONYA ,Mercedes - Benz,C,461000
2116,KONYA ,Mercedes - Benz,A,244000
2117,KONYA ,Mercedes - Benz,S,185000
2118,KONYA ,Mercedes - Benz,300,70000
2119,KONYA ,BMW,3 Serisi,252080
2120,KONYA ,BMW,5 Serisi,202400
2121,KONYA ,Dacia,Logan,45500
2122,KONYA ,Dacia,Lodgy,83900
2123,KONYA ,Toyota,Auris,118950
2124,KONYA ,Toyota,Corolla,55000
2125,KONYA ,Toyota,Yaris,66500
2126,KONYA ,Toyota,Corona,56500
2127,KONYA ,Hyundai,Accent Blue,122000
2128,KONYA ,Hyundai,i20,105000
2129,KONYA ,Hyundai,i30,184900
2130,KONYA ,Hyundai,Accent Era,70000
2131,KONYA ,Hyundai,Elantra,162900
2132,KONYA ,Hyundai,Accent,39750
2133,KONYA ,Seat,Leon,225400
2134,KONYA ,Seat,Ibiza,76000
2135,KONYA ,Seat,Toledo,87750
2136,KONYA ,Opel,Astra,133900
2137,KONYA ,Opel,Vectra,62800
2138,KONYA ,Opel,Meriva,82000
2139,KONYA ,Opel,Insignia,135000
2140,KONYA ,Skoda,Fabia,66500
2141,KONYA ,Skoda,Octavia,262000
2142,KONYA ,Skoda,SuperB,329000
2143,KONYA ,Skoda,Rapid,162900
2144,KONYA ,Peugeot,308,102500
2145,KONYA ,Peugeot,306,42500
2146,KONYA ,Peugeot,208,105000
2147,KONYA ,Volvo,S80,195900
2148,KONYA ,Audi,A6,383666
2149,KONYA ,Audi,A8,285000
2150,KÜTAHYA ,Volkswagen,Passat,197850
2151,KÜTAHYA ,Volkswagen,Polo,69666
2152,KÜTAHYA ,Volkswagen,Jetta,174730
2153,KÜTAHYA ,Volkswagen,Golf,218250
2154,KÜTAHYA ,Honda,Civic,72000
2155,KÜTAHYA ,Ford,Focus,149666
2156,KÜTAHYA ,Ford,Fusion,76000
2157,KÜTAHYA ,Ford,Fiesta,96450
2158,KÜTAHYA ,Ford,Escort,35600
2159,KÜTAHYA ,Renault,Clio,120500
2160,KÜTAHYA ,Renault,R 12,32500
2161,KÜTAHYA ,Renault,R 9,37750
2162,KÜTAHYA ,Renault,Fluence,134500
2163,KÜTAHYA ,Renault,Megane,107821
2164,KÜTAHYA ,Renault,Symbol,78500
2165,KÜTAHYA ,Renault,R 19,42500
2166,KÜTAHYA ,Tofaş,Şahin,26416
2167,KÜTAHYA ,Tofaş,Kartal,45000
2168,KÜTAHYA ,Fiat,Linea,73500
2169,KÜTAHYA ,Fiat,Palio,45750
2170,KÜTAHYA ,Fiat,Uno,36250
2171,KÜTAHYA ,Fiat,Siena,52500
2172,KÜTAHYA ,Fiat,Albea,55500
2173,KÜTAHYA ,Fiat,Marea,53000
2174,KÜTAHYA ,Mercedes - Benz,E,366250
2175,KÜTAHYA ,Mercedes - Benz,C,380000
2176,KÜTAHYA ,BMW,3 Serisi,359000
2177,KÜTAHYA ,BMW,5 Serisi,404500
2178,KÜTAHYA ,Dacia,Solenza,31500
2179,KÜTAHYA ,Toyota,Corolla,92480
2180,KÜTAHYA ,Hyundai,i20,129300
2181,KÜTAHYA ,Hyundai,Getz,74000
2182,KÜTAHYA ,Hyundai,Accent,35850
2183,KÜTAHYA ,Opel,Astra,89350
2184,KÜTAHYA ,Opel,Vectra,51375
2185,KÜTAHYA ,Opel,Corsa,65925
2186,KÜTAHYA ,Opel,Meriva,80000
2187,KÜTAHYA ,Citroen,C-Elysee,105500
2188,KÜTAHYA ,Citroen,Xsara,40000
2189,KÜTAHYA ,Citroen,Saxo,36500
2190,KÜTAHYA ,Peugeot,301,122500
2191,KÜTAHYA ,Peugeot,307,62500
2192,KÜTAHYA ,Peugeot,206,58375
2193,KÜTAHYA ,Peugeot,207,112000
2194,KÜTAHYA ,Audi,A4,103000
2195,KÜTAHYA ,Audi,A6,399000
2196,KÜTAHYA ,Mazda,626,41750
2197,KÜTAHYA ,Lada,Samara,25875
2198,KÜTAHYA ,Suzuki,Swift,36000
2199,MALATYA ,Volkswagen,Passat,165833
2200,MALATYA ,Volkswagen,Polo,151750
2201,MALATYA ,Volkswagen,Jetta,93500
2202,MALATYA ,Volkswagen,Golf,190000
2203,MALATYA ,Honda,Civic,149000
2204,MALATYA ,Honda,Accord,67000
2205,MALATYA ,Ford,Focus,120200
2206,MALATYA ,Ford,Fusion,83000
2207,MALATYA ,Ford,Fiesta,79000
2208,MALATYA ,Ford,C-Max,97000
2209,MALATYA ,Ford,Escort,40000
2210,MALATYA ,Renault,R 12,28000
2211,MALATYA ,Renault,R 9,31050
2212,MALATYA ,Renault,Fluence,116599
2213,MALATYA ,Renault,Megane,120718
2214,MALATYA ,Renault,Symbol,89000
2215,MALATYA ,Renault,R 19,32000
2216,MALATYA ,Renault,R 21,26500
2217,MALATYA ,Tofaş,Doğan,34500
2218,MALATYA ,Fiat,Linea,79625
2219,MALATYA ,Fiat,Egea,119000
2220,MALATYA ,Fiat,Palio,51000
2221,MALATYA ,Fiat,Punto,91625
2222,MALATYA ,Fiat,Tipo,32500
2223,MALATYA ,Fiat,Albea,64000
2224,MALATYA ,Mercedes - Benz,C,329000
2225,MALATYA ,BMW,3 Serisi,234375
2226,MALATYA ,BMW,1 Serisi,157500
2227,MALATYA ,BMW,2 Serisi,485500
2228,MALATYA ,Dacia,Sandero,150750
2229,MALATYA ,Toyota,Auris,157500
2230,MALATYA ,Toyota,Corolla,134500
2231,MALATYA ,Toyota,Yaris,130000
2232,MALATYA ,Hyundai,i20,172000
2233,MALATYA ,Hyundai,Elantra,149500
2234,MALATYA ,Hyundai,Accent,80000
2235,MALATYA ,Seat,Leon,262000
2236,MALATYA ,Seat,Ibiza,35000
2237,MALATYA ,Opel,Astra,87000
2238,MALATYA ,Opel,Vectra,83625
2239,MALATYA ,Opel,Corsa,114500
2240,MALATYA ,Opel,Insignia,130450
2241,MALATYA ,Citroen,C-Elysee,142500
2242,MALATYA ,Citroen,Xsara,48750
2243,MALATYA ,Citroen,C4,90000
2244,MALATYA ,Kia,Cerato,125000
2245,MALATYA ,Skoda,Fabia,163000
2246,MALATYA ,Skoda,Octavia,292000
2247,MALATYA ,Skoda,SuperB,239500
2248,MALATYA ,Peugeot,307,83000
2249,MALATYA ,Peugeot,207,90750
2250,MALATYA ,Volvo,S40,85000
2251,MALATYA ,Audi,90 Serisi,45000
2252,MALATYA ,Lada,Vega,30000
2253,MALATYA ,Nissan,Primera,47500
2254,MANİSA ,Volkswagen,Polo,147687
2255,MANİSA ,Volkswagen,Golf,221000
2256,MANİSA ,Honda,Civic,133791
2257,MANİSA ,Ford,Focus,110142
2258,MANİSA ,Ford,Fusion,78000
2259,MANİSA ,Ford,Fiesta,114357
2260,MANİSA ,Ford,C-Max,157750
2261,MANİSA ,Ford,B-Max,138500
2262,MANİSA ,Renault,Clio,100375
2263,MANİSA ,Renault,R 12,31500
2264,MANİSA ,Renault,R 9,38200
2265,MANİSA ,Renault,Fluence,125000
2266,MANİSA ,Renault,Megane,127500
2267,MANİSA ,Renault,Symbol,79475
2268,MANİSA ,Renault,R 19,43500
2269,MANİSA ,Renault,R 21,22700
2270,MANİSA ,Tofaş,Doğan,40875
2271,MANİSA ,Tofaş,Şahin,30000
2272,MANİSA ,Chevrolet,Lacetti,90000
2273,MANİSA ,Fiat,Linea,112000
2274,MANİSA ,Fiat,Brava,54750
2275,MANİSA ,Fiat,Palio,43000
2276,MANİSA ,Fiat,Punto,98750
2277,MANİSA ,Fiat,Tipo,37500
2278,MANİSA ,Fiat,Albea,61312
2279,MANİSA ,Fiat,Marea,45750
2280,MANİSA ,Mercedes - Benz,E,97500
2281,MANİSA ,Mercedes - Benz,A,549000
2282,MANİSA ,BMW,5 Serisi,545000
2283,MANİSA ,Dacia,Sandero,122900
2284,MANİSA ,Toyota,Auris,126500
2285,MANİSA ,Toyota,Corolla,133750
2286,MANİSA ,Hyundai,i20,121000
2287,MANİSA ,Hyundai,i30,136000
2288,MANİSA ,Hyundai,Getz,74750
2289,MANİSA ,Hyundai,Accent Era,85750
2290,MANİSA ,Hyundai,Accent,53500
2291,MANİSA ,Opel,Astra,74300
2292,MANİSA ,Opel,Corsa,109312
2293,MANİSA ,Opel,Meriva,86000
2294,MANİSA ,Citroen,C3,59875
2295,MANİSA ,Peugeot,206,48066
2296,MANİSA ,Peugeot,407,80000
2297,MANİSA ,Audi,A6,695000
2298,KAHRAMANMARAŞ ,Volkswagen,Passat,208000
2299,KAHRAMANMARAŞ ,Volkswagen,Polo,65500
2300,KAHRAMANMARAŞ ,Volkswagen,Jetta,182333
2301,KAHRAMANMARAŞ ,Volkswagen,Golf,188125
2302,KAHRAMANMARAŞ ,Honda,Civic,242162
2303,KAHRAMANMARAŞ ,Ford,Focus,139437
2304,KAHRAMANMARAŞ ,Ford,Fiesta,102000
2305,KAHRAMANMARAŞ ,Renault,Clio,75780
2306,KAHRAMANMARAŞ ,Renault,R 9,33250
2307,KAHRAMANMARAŞ ,Renault,Fluence,151000
2308,KAHRAMANMARAŞ ,Renault,Megane,281500
2309,KAHRAMANMARAŞ ,Renault,Symbol,138250
2310,KAHRAMANMARAŞ ,Tofaş,Doğan,49500
2311,KAHRAMANMARAŞ ,Tofaş,Şahin,24500
2312,KAHRAMANMARAŞ ,Chevrolet,Cruze,108875
2313,KAHRAMANMARAŞ ,Fiat,Linea,98375
2314,KAHRAMANMARAŞ ,Fiat,Egea,142500
2315,KAHRAMANMARAŞ ,Fiat,Uno,33000
2316,KAHRAMANMARAŞ ,Mercedes - Benz,E,88000
2317,KAHRAMANMARAŞ ,Mercedes - Benz,C,337875
2318,KAHRAMANMARAŞ ,Mercedes - Benz,190,38000
2319,KAHRAMANMARAŞ ,Mercedes - Benz,S,178000
2320,KAHRAMANMARAŞ ,BMW,3 Serisi,229283
2321,KAHRAMANMARAŞ ,Toyota,Auris,112750
2322,KAHRAMANMARAŞ ,Toyota,Corolla,108437
2323,KAHRAMANMARAŞ ,Toyota,Avensis,135000
2324,KAHRAMANMARAŞ ,Hyundai,i20,177000
2325,KAHRAMANMARAŞ ,Hyundai,Elantra,75000
2326,KAHRAMANMARAŞ ,Hyundai,Accent,52416
2327,KAHRAMANMARAŞ ,Seat,Leon,235000
2328,KAHRAMANMARAŞ ,Opel,Astra,81833
2329,KAHRAMANMARAŞ ,Opel,Vectra,33000
2330,KAHRAMANMARAŞ ,Opel,Corsa,89500
2331,KAHRAMANMARAŞ ,Citroen,C3,60500
2332,KAHRAMANMARAŞ ,Citroen,C-Elysee,118000
2333,KAHRAMANMARAŞ ,Kia,Rio,78000
2334,KAHRAMANMARAŞ ,Skoda,Fabia,69000
2335,KAHRAMANMARAŞ ,Skoda,Octavia,263000
2336,KAHRAMANMARAŞ ,Peugeot,307,73500
2337,KAHRAMANMARAŞ ,Peugeot,308,101000
2338,KAHRAMANMARAŞ ,Peugeot,306,46200
2339,KAHRAMANMARAŞ ,Peugeot,508,471000
2340,KAHRAMANMARAŞ ,Peugeot,407,74500
2341,KAHRAMANMARAŞ ,Peugeot,208,226950
2342,KAHRAMANMARAŞ ,Peugeot,406,90000
2343,KAHRAMANMARAŞ ,Audi,A3,344166
2344,KAHRAMANMARAŞ ,Audi,A4,205000
2345,KAHRAMANMARAŞ ,Audi,A6,595000
2346,KAHRAMANMARAŞ ,Mazda,626,35950
2347,MARDİN ,Volkswagen,Passat,275829
2348,MARDİN ,Volkswagen,Polo,162666
2349,MARDİN ,Volkswagen,Jetta,200375
2350,MARDİN ,Volkswagen,Golf,154833
2351,MARDİN ,Honda,Civic,108000
2352,MARDİN ,Ford,Focus,124527
2353,MARDİN ,Ford,Fiesta,113787
2354,MARDİN ,Ford,Taunus,30000
2355,MARDİN ,Renault,Clio,88750
2356,MARDİN ,Renault,Fluence,115406
2357,MARDİN ,Renault,Megane,134142
2358,MARDİN ,Renault,Latitude,126000
2359,MARDİN ,Renault,Laguna,82000
2360,MARDİN ,Renault,Symbol,90000
2361,MARDİN ,Renault,R 19,23250
2362,MARDİN ,Chevrolet,Cruze,120500
2363,MARDİN ,Fiat,Egea,146500
2364,MARDİN ,Mercedes - Benz,C,219750
2365,MARDİN ,Mercedes - Benz,A,278000
2366,MARDİN ,BMW,3 Serisi,187833
2367,MARDİN ,Toyota,Auris,103000
2368,MARDİN ,Toyota,Corolla,180485
2369,MARDİN ,Hyundai,i20,124750
2370,MARDİN ,Hyundai,Getz,94500
2371,MARDİN ,Seat,Leon,188000
2372,MARDİN ,Seat,Toledo,171000
2373,MARDİN ,Opel,Astra,135000
2374,MARDİN ,Opel,Insignia,140000
2375,MARDİN ,Citroen,C-Elysee,102500
2376,MARDİN ,Peugeot,206,66333
2377,MARDİN ,Peugeot,208,112500
2378,MARDİN ,Volvo,S40,128000
2379,MARDİN ,Audi,A4,242500
2380,MARDİN ,Mazda,3,94000
2381,MARDİN ,Nissan,Note,135500
2382,MARDİN ,Jaguar,X-Type,119000
2383,MUĞLA ,Volkswagen,Passat,204780
2384,MUĞLA ,Volkswagen,Polo,97300
2385,MUĞLA ,Volkswagen,Jetta,174250
2386,MUĞLA ,Volkswagen,Golf,140787
2387,MUĞLA ,Honda,Civic,190000
2388,MUĞLA ,Honda,City,75000
2389,MUĞLA ,Ford,Focus,164000
2390,MUĞLA ,Ford,Fiesta,124250
2391,MUĞLA ,Renault,Clio,136950
2392,MUĞLA ,Renault,R 12,25000
2393,MUĞLA ,Renault,Fluence,117475
2394,MUĞLA ,Renault,Megane,135750
2395,MUĞLA ,Renault,Symbol,92150
2396,MUĞLA ,Tofaş,Şahin,35000
2397,MUĞLA ,Tofaş,Kartal,37500
2398,MUĞLA ,Tofaş,Serçe,31000
2399,MUĞLA ,Chevrolet,Aveo,82950
2400,MUĞLA ,Chevrolet,Spark,53000
2401,MUĞLA ,Fiat,Linea,91666
2402,MUĞLA ,Fiat,Egea,145550
2403,MUĞLA ,Fiat,Palio,45333
2404,MUĞLA ,Fiat,Punto,107000
2405,MUĞLA ,Fiat,Albea,62500
2406,MUĞLA ,Mercedes - Benz,C,225000
2407,MUĞLA ,BMW,3 Serisi,306000
2408,MUĞLA ,BMW,1 Serisi,119150
2409,MUĞLA ,BMW,5 Serisi,512925
2410,MUĞLA ,Dacia,Sandero,141083
2411,MUĞLA ,Dacia,Logan,82500
2412,MUĞLA ,Dacia,Lodgy,152500
2413,MUĞLA ,Toyota,Auris,185750
2414,MUĞLA ,Toyota,Corolla,127500
2415,MUĞLA ,Toyota,Yaris,72875
2416,MUĞLA ,Hyundai,Accent Blue,137000
2417,MUĞLA ,Hyundai,i20,98000
2418,MUĞLA ,Opel,Astra,144128
2419,MUĞLA ,Opel,Corsa,98500
2420,MUĞLA ,Citroen,C-Elysee,103666
2421,MUĞLA ,Kia,Rio,80000
2422,MUĞLA ,Peugeot,307,68000
2423,MUĞLA ,Peugeot,407,77750
2424,MUĞLA ,Volvo,S80,279000
2425,MUĞLA ,Audi,A3,208000
2426,MUĞLA ,Audi,A4,156500
2427,MUĞLA ,Nissan,Micra,148000
2428,MUĞLA ,Suzuki,Swift,30500
2429,MUĞLA ,Suzuki,Baleno,147000
2430,MUĞLA ,MINI,Cooper S,219500
2431,MUŞ ,Volkswagen,Passat,299875
2432,MUŞ ,Volkswagen,Polo,111500
2433,MUŞ ,Volkswagen,Jetta,164833
2434,MUŞ ,Volkswagen,Golf,98000
2435,MUŞ ,Volkswagen,VW CC,125000
2436,MUŞ ,Honda,Civic,222700
2437,MUŞ ,Ford,Focus,134535
2438,MUŞ ,Ford,Fiesta,139500
2439,MUŞ ,Ford,Mondeo,129000
2440,MUŞ ,Renault,Clio,89250
2441,MUŞ ,Renault,Fluence,130437
2442,MUŞ ,Renault,Megane,118166
2443,MUŞ ,Renault,Symbol,92800
2444,MUŞ ,Chevrolet,Lacetti,65500
2445,MUŞ ,Fiat,Egea,166250
2446,MUŞ ,Mercedes - Benz,E,105000
2447,MUŞ ,Mercedes - Benz,C,390000
2448,MUŞ ,BMW,3 Serisi,132000
2449,MUŞ ,BMW,5 Serisi,230000
2450,MUŞ ,Toyota,Auris,215000
2451,MUŞ ,Toyota,Corolla,109964
2452,MUŞ ,Hyundai,Accent Blue,140000
2453,MUŞ ,Hyundai,i20,115000
2454,MUŞ ,Hyundai,Accent,49500
2455,MUŞ ,Opel,Astra,118533
2456,MUŞ ,Opel,Vectra,64750
2457,MUŞ ,Opel,Corsa,103166
2458,MUŞ ,Citroen,C4,82000
2459,MUŞ ,Skoda,SuperB,245125
2460,MUŞ ,Peugeot,301,104666
2461,MUŞ ,Peugeot,307,77000
2462,MUŞ ,Peugeot,407,76500
2463,MUŞ ,Volvo,S40,135000
2464,MUŞ ,Audi,A3,258000
2465,MUŞ ,Mazda,3,115000
2466,MUŞ ,Alfa Romeo,156,62000
2467,MUŞ ,Geely,Emgrand,85000
2468,NEVŞEHİR ,Volkswagen,Passat,179914
2469,NEVŞEHİR ,Volkswagen,Polo,105787
2470,NEVŞEHİR ,Volkswagen,Jetta,154562
2471,NEVŞEHİR ,Volkswagen,Golf,155944
2472,NEVŞEHİR ,Volkswagen,Bora,65000
2473,NEVŞEHİR ,Volkswagen,VW CC,203050
2474,NEVŞEHİR ,Honda,Civic,129833
2475,NEVŞEHİR ,Honda,Jazz,175000
2476,NEVŞEHİR ,Ford,Focus,122233
2477,NEVŞEHİR ,Ford,Mondeo,135000
2478,NEVŞEHİR ,Ford,S-Max,110000
2479,NEVŞEHİR ,Renault,Clio,93416
2480,NEVŞEHİR ,Renault,R 12,33300
2481,NEVŞEHİR ,Renault,Fluence,141125
2482,NEVŞEHİR ,Renault,Megane,143500
2483,NEVŞEHİR ,Renault,Symbol,109125
2484,NEVŞEHİR ,Renault,R 19,29500
2485,NEVŞEHİR ,Renault,Twingo,31500
2486,NEVŞEHİR ,Tofaş,Doğan,37966
2487,NEVŞEHİR ,Tofaş,Şahin,15500
2488,NEVŞEHİR ,Tofaş,Murat,25000
2489,NEVŞEHİR ,Tofaş,Kartal,25500
2490,NEVŞEHİR ,Fiat,Linea,96666
2491,NEVŞEHİR ,Fiat,Egea,131700
2492,NEVŞEHİR ,Fiat,Uno,29999
2493,NEVŞEHİR ,Mercedes - Benz,E,589375
2494,NEVŞEHİR ,Mercedes - Benz,CLS,634000
